user_id,age,gender,region_category,joining_date,api_calls_90d,session_minutes_90d,days_since_active,churn_status,session_bucket,api_bucket,churn_risk_score
2732,49,F,City,2016-06-14,275,174.16,9,Active,Very Low,Very Low,2
2733,30,F,City,2017-01-16,9394,817.15,1,Active,Very High,Very High,0
2734,50,F,Town,2016-10-18,2559,526.51,0,Active,High,High,0
2735,44,M,City,2016-06-11,2083,376.17,12,Active,Low,High,1
2736,13,M,,2017-03-11,2573,500.26,6,Active,High,High,0
2737,13,F,Town,2017-03-30,405,195.74,1,Active,Very Low,Low,2
2738,63,F,,2016-10-15,1896,884.83,3,Active,Very High,High,0
2739,47,F,,2015-01-29,393,553.52,1,Active,High,Low,1
2740,62,F,Town,2016-11-28,305,309.02,4,Active,Low,Very Low,2
2741,21,M,City,2015-12-10,9962,746.11,0,Active,Very High,Very High,0
2742,34,M,City,2015-05-31,10236,1435.24,4,Active,Very High,Very High,0
2743,46,M,City,2015-12-03,10328,504.76,12,Active,High,Very High,0
2744,49,F,City,2017-01-19,2164,656.97,2,Active,High,High,0
2745,34,F,City,2015-09-01,2050,1021.22,2,Active,Very High,High,0
2746,44,F,Town,2015-03-08,391,297.41,5,Active,Low,Low,2
2747,23,F,City,2017-07-16,3094,822.27,8,Active,Very High,Very High,0
2748,16,M,Town,2015-07-18,1954,461.57,2,Active,High,High,0
2749,64,M,Town,2017-01-21,10549,1084.19,0,Active,Very High,Very High,0
2750,19,M,City,2017-04-27,12719,828.45,0,Active,Very High,Very High,0
2751,55,M,Town,2017-10-04,512,131.44,12,Active,Very Low,Low,2
2752,58,F,Town,2015-11-16,250,221.46,1,Active,Very Low,Very Low,2
2753,17,M,City,2015-08-31,352,215.35,9,Active,Very Low,Low,2
2754,26,F,,2015-05-06,438,377.8,0,Active,Low,Low,2
2755,21,F,,2016-06-16,350,455.85,1,Active,High,Low,1
2756,57,F,City,2016-06-16,218,435.68,2,Active,High,Very Low,1
2757,19,M,City,2015-08-14,2423,489.75,5,Active,High,High,0
2758,51,F,City,2016-09-11,13457,2038.94,0,Active,Very High,Very High,0
2759,46,M,,2016-01-03,11095,849.61,0,Active,Very High,Very High,0
2760,16,F,,2016-03-18,308,290.25,2,Active,Low,Very Low,2
2761,56,F,Town,2017-12-07,1898,740.6,7,Active,Very High,High,0
2762,47,M,City,2017-10-24,337,188.85,8,Active,Very Low,Very Low,2
2763,61,M,Town,2017-12-04,216,418.0,4,Active,Low,Very Low,2
2764,39,M,Town,2017-03-20,11867,663.48,3,Active,High,Very High,0
2765,53,F,Town,2015-06-25,2485,344.14,0,Active,Low,High,1
2766,49,F,Town,2017-11-03,476,361.56,1,Active,Low,Low,2
2767,59,F,Town,2017-06-28,11262,352.68,0,Active,Low,Very High,1
2768,10,F,City,2015-09-16,2524,810.87,6,Active,Very High,High,0
2769,51,F,City,2016-11-17,1518,885.25,1,Active,Very High,Low,1
2770,60,M,Village,2015-09-20,2141,524.69,1,Active,High,High,0
2771,56,M,City,2017-09-13,1667,300.32,0,Active,Low,High,1
2772,41,M,Town,2015-12-20,225,256.71,5,Active,Very Low,Very Low,2
2773,24,M,Town,2015-04-30,387,206.26,19,Silent Churn,Very Low,Low,3
2774,50,M,Town,2015-10-06,1677,584.85,3,Active,High,High,0
2775,18,M,,2015-06-08,15882,1902.69,1,Active,Very High,Very High,0
2776,34,M,Town,2015-10-07,2124,732.65,2,Active,Very High,High,0
2777,14,F,Town,2017-04-24,2404,1028.06,1,Active,Very High,High,0
2778,35,F,Town,2017-02-25,7557,1468.65,1,Active,Very High,Very High,0
2779,20,M,,2017-10-08,12908,674.44,5,Active,High,Very High,0
2780,46,F,City,2016-09-14,2112,500.28,1,Active,High,High,0
2781,39,F,,2017-07-29,235,543.56,2,Active,High,Very Low,1
2782,32,F,Town,2017-04-30,8639,1093.11,1,Active,Very High,Very High,0
2783,37,M,Town,2017-10-31,316,326.52,3,Active,Low,Very Low,2
2784,47,F,Town,2016-01-29,2337,300.73,7,Active,Low,High,1
2785,48,F,City,2015-01-06,234,422.27,2,Active,Low,Very Low,2
2786,22,M,,2015-08-16,1873,587.2,3,Active,High,High,0
2787,44,M,Village,2016-01-25,17412,848.61,3,Active,Very High,Very High,0
2788,12,M,Village,2015-10-25,1804,612.2,1,Active,High,High,0
2789,42,F,City,2016-06-12,310,241.31,15,Silent Churn,Very Low,Very Low,3
2790,22,F,Town,2016-05-05,374,267.51,0,Active,Low,Low,2
2791,28,F,City,2015-06-15,391,215.27,2,Active,Very Low,Low,2
2792,40,M,City,2017-08-29,8487,934.8,2,Active,Very High,Very High,0
2793,45,F,Village,2015-09-05,9485,1180.38,2,Active,Very High,Very High,0
2794,16,F,Village,2016-07-23,10305,847.24,4,Active,Very High,Very High,0
2795,38,M,Town,2015-07-11,492,108.57,4,Active,Very Low,Low,2
2796,23,F,Town,2017-05-07,351,372.04,1,Active,Low,Low,2
2797,63,M,Town,2016-12-13,12080,974.7,2,Active,Very High,Very High,0
2798,63,M,City,2017-06-09,275,282.2,3,Active,Low,Very Low,2
2799,56,M,,2016-03-10,430,410.87,0,Active,Low,Low,2
2800,62,M,City,2015-08-06,3041,816.2,0,Active,Very High,Very High,0
2801,31,M,Town,2015-03-22,9325,634.38,1,Active,High,Very High,0
2802,63,M,,2017-02-10,287,222.55,5,Active,Very Low,Very Low,2
2803,13,M,Town,2015-10-30,6382,1405.83,0,Active,Very High,Very High,0
2804,30,M,Village,2016-05-25,12526,830.11,0,Active,Very High,Very High,0
2805,26,F,Town,2015-06-24,275,433.89,2,Active,High,Very Low,1
2806,13,F,City,2017-08-01,9638,711.75,0,Active,Very High,Very High,0
2807,39,F,,2015-11-09,258,420.8,1,Active,Low,Very Low,2
2808,37,F,Town,2017-09-10,8723,727.77,0,Active,Very High,Very High,0
2809,41,M,Town,2015-06-04,1641,328.45,1,Active,Low,High,1
2810,12,M,Town,2016-01-26,10947,1125.23,3,Active,Very High,Very High,0
2811,21,F,Town,2015-05-11,1664,533.28,2,Active,High,High,0
2812,28,M,Town,2016-12-09,393,422.71,9,Active,Low,Low,2
2813,45,F,City,2016-05-25,318,208.06,6,Active,Very Low,Very Low,2
2814,42,M,Town,2015-04-02,3168,904.53,5,Active,Very High,Very High,0
2815,57,M,,2017-01-06,1436,281.25,5,Active,Low,Low,2
2816,11,F,,2016-01-12,1647,674.9,0,Active,High,High,0
2817,62,M,,2016-04-14,240,193.12,4,Active,Very Low,Very Low,2
2818,13,F,Town,2016-10-03,189,518.78,7,Active,High,Very Low,1
2819,29,M,,2016-01-01,8215,1282.4,8,Active,Very High,Very High,0
2820,54,M,City,2016-04-14,361,336.44,1,Active,Low,Low,2
2821,17,M,City,2017-04-28,249,249.13,12,Active,Very Low,Very Low,2
2822,41,F,Town,2016-02-20,476,137.58,22,Silent Churn,Very Low,Low,3
2823,64,M,Town,2016-06-13,279,299.78,5,Active,Low,Very Low,2
2824,28,F,City,2016-06-27,464,151.83,6,Active,Very Low,Low,2
2825,64,M,Town,2015-01-05,2069,950.72,11,Active,Very High,High,0
2826,41,M,City,2016-10-28,11294,1103.07,0,Active,Very High,Very High,0
2827,32,F,City,2016-12-11,2365,936.94,6,Active,Very High,High,0
2828,20,M,City,2016-12-01,14475,456.71,3,Active,High,Very High,0
2829,52,M,Town,2016-11-29,8356,875.47,13,Active,Very High,Very High,0
2830,55,M,Town,2017-05-21,419,678.62,1,Active,High,Low,1
2831,41,F,Town,2016-01-18,280,340.91,9,Active,Low,Very Low,2
2832,61,M,City,2015-12-19,354,165.95,3,Active,Very Low,Low,2
2833,20,F,Village,2016-06-14,2670,1055.63,1,Active,Very High,High,0
2834,57,F,,2017-03-31,1715,524.56,4,Active,High,High,0
2835,52,F,Village,2017-10-06,8712,574.56,3,Active,High,Very High,0
2836,61,F,Town,2016-04-16,232,562.79,0,Active,High,Very Low,1
2837,51,M,,2017-01-15,447,146.67,1,Active,Very Low,Low,2
2838,20,F,City,2017-07-31,10592,1025.44,5,Active,Very High,Very High,0
2839,58,M,Town,2016-09-27,1959,212.94,0,Active,Very Low,High,1
2840,37,M,Town,2015-03-21,2605,644.05,3,Active,High,High,0
2841,57,M,,2015-01-08,12639,1361.41,1,Active,Very High,Very High,0
2842,13,F,City,2016-10-01,6903,1076.3,0,Active,Very High,Very High,0
2843,20,M,Village,2016-09-20,1568,391.72,2,Active,Low,Low,2
2844,23,F,City,2017-04-12,311,104.73,2,Active,Very Low,Very Low,2
2845,42,M,,2017-12-27,7884,843.28,4,Active,Very High,Very High,0
2846,15,F,City,2016-04-20,8470,659.19,1,Active,High,Very High,0
2847,42,M,City,2016-11-17,1765,374.0,0,Active,Low,High,1
2848,50,F,Village,2015-09-27,384,373.22,5,Active,Low,Low,2
2849,46,F,,2016-07-23,15286,418.71,3,Active,Low,Very High,1
2850,42,M,,2015-09-13,1936,238.5,1,Active,Very Low,High,1
2851,64,M,Town,2017-05-27,1381,832.02,0,Active,Very High,Low,1
2852,13,F,City,2016-06-23,415,488.03,2,Active,High,Low,1
2853,23,M,Village,2015-07-09,269,102.45,14,Active,Very Low,Very Low,2
2854,36,F,City,2017-03-15,7943,455.6,1,Active,High,Very High,0
2855,34,M,Town,2017-04-14,283,365.53,5,Active,Low,Very Low,2
2856,58,F,Town,2015-03-13,8993,384.29,1,Active,Low,Very High,1
2857,45,M,Village,2017-04-03,429,460.59,1,Active,High,Low,1
2858,31,F,Town,2017-07-02,9171,1424.66,0,Active,Very High,Very High,0
2859,43,M,Village,2017-05-31,10711,1051.32,0,Active,Very High,Very High,0
2860,63,F,Town,2015-12-27,1770,1226.12,6,Active,Very High,High,0
2861,53,M,City,2017-05-26,9811,532.39,0,Active,High,Very High,0
2862,41,F,,2015-05-31,302,290.56,1,Active,Low,Very Low,2
2863,60,M,Town,2015-12-27,2363,514.95,0,Active,High,High,0
2864,41,M,City,2017-01-15,393,122.33,4,Active,Very Low,Low,2
2865,60,M,City,2017-02-15,267,333.64,2,Active,Low,Very Low,2
2866,58,F,Town,2016-10-01,1914,889.35,5,Active,Very High,High,0
2867,24,F,Town,2017-03-01,444,243.48,2,Active,Very Low,Low,2
2868,32,M,Town,2016-07-25,1660,323.75,0,Active,Low,High,1
2869,38,M,City,2017-03-28,330,393.94,3,Active,Low,Very Low,2
2870,22,M,,2017-07-31,8645,1074.1,3,Active,Very High,Very High,0
2871,55,M,City,2017-07-11,1743,645.86,0,Active,High,High,0
2872,34,M,Town,2016-05-05,406,442.1,0,Active,High,Low,1
2873,61,M,Village,2015-09-16,10127,1398.33,0,Active,Very High,Very High,0
2874,19,M,Village,2015-10-19,221,533.16,9,Active,High,Very Low,1
2875,35,M,City,2016-04-27,250,290.2,6,Active,Low,Very Low,2
2876,54,M,City,2016-10-06,307,265.85,1,Active,Very Low,Very Low,2
2877,14,M,Town,2015-04-02,272,230.91,10,Active,Very Low,Very Low,2
2878,43,M,Town,2016-09-30,244,170.15,8,Active,Very Low,Very Low,2
2879,34,F,Town,2017-10-02,12035,494.91,2,Active,High,Very High,0
2880,41,F,Town,2015-04-12,8939,828.05,0,Active,Very High,Very High,0
2881,27,M,,2017-02-16,445,442.61,4,Active,High,Low,1
2882,58,F,,2017-02-28,474,550.8,0,Active,High,Low,1
2883,10,F,City,2015-02-17,267,349.69,6,Active,Low,Very Low,2
2884,64,M,Town,2017-05-19,6681,648.08,7,Active,High,Very High,0
2885,41,M,Town,2017-06-08,493,460.34,3,Active,High,Low,1
2886,54,F,Town,2016-04-06,1717,319.35,8,Active,Low,High,1
2887,26,M,City,2017-11-18,366,207.49,0,Active,Very Low,Low,2
2888,15,M,Town,2015-05-24,5944,479.31,1,Active,High,Very High,0
2889,21,M,,2016-11-30,284,422.95,4,Active,Low,Very Low,2
2890,47,M,,2015-02-17,2573,878.33,1,Active,Very High,High,0
2891,25,F,City,2016-12-22,1865,768.56,7,Active,Very High,High,0
2892,38,M,Town,2017-11-19,1991,777.13,3,Active,Very High,High,0
2893,12,M,Town,2015-02-12,9145,424.66,0,Active,Low,Very High,1
2894,54,M,,2017-11-30,245,256.39,0,Active,Very Low,Very Low,2
2895,62,F,Town,2015-04-07,2121,731.0,0,Active,Very High,High,0
2896,47,M,City,2015-05-19,1574,399.43,1,Active,Low,Low,2
2897,21,M,Town,2016-02-06,1377,266.27,4,Active,Low,Low,2
2898,63,M,Town,2017-01-08,284,311.19,1,Active,Low,Very Low,2
2899,38,M,City,2015-10-17,1443,691.37,5,Active,High,Low,1
2900,22,M,City,2016-09-23,1547,487.82,5,Active,High,Low,1
2901,23,M,City,2016-05-20,310,443.01,3,Active,High,Very Low,1
2902,36,M,Town,2017-03-07,337,372.54,4,Active,Low,Very Low,2
2903,34,M,City,2015-02-08,6878,546.5,0,Active,High,Very High,0
2904,45,M,,2017-02-23,1458,381.54,3,Active,Low,Low,2
2905,30,M,City,2015-04-10,14626,705.47,1,Active,High,Very High,0
2906,50,M,City,2017-02-04,1996,999.49,0,Active,Very High,High,0
2907,15,F,Village,2015-04-02,253,401.39,0,Active,Low,Very Low,2
2908,39,M,City,2015-07-16,7169,371.75,14,Active,Low,Very High,1
2909,18,F,Town,2016-03-17,290,302.51,2,Active,Low,Very Low,2
2910,63,M,,2017-12-28,2541,1034.08,2,Active,Very High,High,0
2911,60,M,Town,2015-08-08,246,382.81,4,Active,Low,Very Low,2
2912,53,M,City,2016-12-15,269,286.76,0,Active,Low,Very Low,2
2913,21,M,City,2015-04-05,1734,762.08,1,Active,Very High,High,0
2914,30,F,City,2016-05-17,184,376.71,2,Active,Low,Very Low,2
2915,42,F,Town,2017-06-27,1451,667.53,1,Active,High,Low,1
2916,11,F,Town,2017-07-02,2798,573.79,4,Active,High,High,0
2917,27,F,Town,2016-01-17,12894,1203.02,1,Active,Very High,Very High,0
2918,29,M,Town,2016-11-03,2408,736.92,0,Active,Very High,High,0
2919,34,F,,2017-09-14,2422,461.83,2,Active,High,High,0
2920,31,F,City,2016-06-14,267,201.55,9,Active,Very Low,Very Low,2
2921,32,M,City,2016-07-03,2157,243.63,5,Active,Very Low,High,1
2922,22,M,Town,2015-07-18,13595,858.54,0,Active,Very High,Very High,0
2923,46,M,Town,2017-07-21,251,126.99,14,Active,Very Low,Very Low,2
2924,13,F,City,2016-03-15,365,225.76,13,Active,Very Low,Low,2
2925,18,M,Village,2016-08-02,321,315.63,9,Active,Low,Very Low,2
2926,40,M,City,2016-05-20,361,495.15,10,Active,High,Low,1
2927,26,F,Town,2017-03-01,457,210.78,3,Active,Very Low,Low,2
2928,52,F,Town,2016-07-02,580,136.32,39,Silent Churn,Very Low,Low,3
2929,45,M,Village,2016-02-26,329,401.97,3,Active,Low,Very Low,2
2930,58,M,Town,2017-06-16,9224,595.35,0,Active,High,Very High,0
2931,14,M,City,2016-08-24,16440,787.13,0,Active,Very High,Very High,0
2932,36,M,Town,2017-03-07,374,248.07,0,Active,Very Low,Low,2
2933,17,F,Village,2015-07-19,9052,303.48,5,Active,Low,Very High,1
2934,60,M,City,2015-01-05,2290,763.99,12,Active,Very High,High,0
2935,37,F,City,2016-01-08,1860,347.06,12,Active,Low,High,1
2936,55,F,Town,2016-01-14,329,247.2,16,Silent Churn,Very Low,Very Low,3
2937,54,M,Town,2016-09-07,9114,746.1,0,Active,Very High,Very High,0
2938,30,M,,2015-09-14,276,180.38,2,Active,Very Low,Very Low,2
2939,13,M,Town,2017-11-08,320,389.33,8,Active,Low,Very Low,2
2940,27,F,,2015-08-13,204,138.21,8,Active,Very Low,Very Low,2
2941,26,M,Town,2017-08-02,2077,604.7,3,Active,High,High,0
2942,60,M,,2017-10-16,343,224.12,11,Active,Very Low,Very Low,2
2943,56,F,City,2017-12-16,1945,357.71,1,Active,Low,High,1
2944,48,M,Town,2016-06-30,280,104.01,17,Silent Churn,Very Low,Very Low,3
2945,58,M,Village,2015-09-19,1361,655.92,1,Active,High,Low,1
2946,20,F,Town,2016-04-14,2170,349.05,5,Active,Low,High,1
2947,48,M,City,2017-11-15,1291,1361.19,0,Active,Very High,Low,1
2948,28,F,City,2017-09-02,2443,633.59,1,Active,High,High,0
2949,11,F,Village,2016-12-18,2270,689.37,1,Active,High,High,0
2950,32,F,Village,2016-05-21,10731,881.79,0,Active,Very High,Very High,0
2951,33,M,City,2017-01-27,1865,769.72,0,Active,Very High,High,0
2952,53,F,City,2015-11-07,1926,1109.48,0,Active,Very High,High,0
2953,58,F,City,2017-02-17,327,213.48,2,Active,Very Low,Very Low,2
2954,36,M,Town,2015-08-05,255,368.81,4,Active,Low,Very Low,2
2955,29,F,,2015-09-11,6833,543.15,2,Active,High,Very High,0
2956,61,M,,2017-03-15,12754,1580.56,0,Active,Very High,Very High,0
2957,31,F,Town,2017-09-28,292,485.97,10,Active,High,Very Low,1
2958,50,M,City,2015-08-20,1824,533.35,1,Active,High,High,0
2959,30,F,City,2015-08-13,3119,780.72,1,Active,Very High,Very High,0
2960,51,M,Town,2017-03-14,313,90.5,6,Active,Very Low,Very Low,2
2961,57,M,City,2017-06-01,2107,830.67,2,Active,Very High,High,0
2962,48,M,Town,2017-10-19,7106,642.88,3,Active,High,Very High,0
2963,47,M,City,2017-01-12,438,283.32,7,Active,Low,Low,2
2964,42,M,City,2015-04-17,1707,979.6,1,Active,Very High,High,0
2965,39,F,City,2017-10-20,2624,1001.93,2,Active,Very High,High,0
2966,60,F,,2015-09-24,11641,1008.63,0,Active,Very High,Very High,0
2967,11,F,Town,2017-05-03,11344,307.61,0,Active,Low,Very High,1
2968,21,F,City,2016-11-12,13568,611.18,3,Active,High,Very High,0
2969,56,F,Town,2016-02-05,2392,622.36,12,Active,High,High,0
2970,51,M,Village,2016-09-04,450,293.89,1,Active,Low,Low,2
2971,19,F,,2015-09-09,319,311.64,9,Active,Low,Very Low,2
2972,55,F,Town,2015-05-11,286,321.78,7,Active,Low,Very Low,2
2973,60,F,City,2015-08-24,392,582.81,14,Active,High,Low,1
2974,34,F,,2016-05-01,15074,854.85,0,Active,Very High,Very High,0
2975,28,F,,2015-12-30,7891,1101.42,1,Active,Very High,Very High,0
2976,60,F,,2016-01-17,509,678.25,0,Active,High,Low,1
2977,18,M,City,2017-10-20,2149,1151.88,1,Active,Very High,High,0
2978,35,F,Town,2016-05-14,6854,972.49,1,Active,Very High,Very High,0
2979,57,M,,2016-08-18,211,343.24,5,Active,Low,Very Low,2
2980,32,M,Village,2016-05-29,365,199.72,20,Silent Churn,Very Low,Low,3
2981,59,M,Town,2015-05-31,492,307.64,0,Active,Low,Low,2
2982,42,M,Town,2015-01-03,10134,580.57,2,Active,High,Very High,0
2983,32,M,,2015-04-03,2424,1201.64,6,Active,Very High,High,0
2984,44,M,,2015-08-08,1545,855.37,0,Active,Very High,Low,1
2985,59,M,City,2017-02-17,297,632.72,10,Active,High,Very Low,1
2986,27,M,City,2017-10-18,8622,578.76,0,Active,High,Very High,0
2987,36,F,Town,2017-03-13,2184,951.08,1,Active,Very High,High,0
2988,14,F,Town,2017-07-22,7672,786.42,0,Active,Very High,Very High,0
2989,38,F,Town,2017-08-13,389,206.09,7,Active,Very Low,Low,2
2990,13,F,Village,2015-12-14,11243,415.45,0,Active,Low,Very High,1
2991,33,M,Town,2016-08-16,8049,235.79,0,Active,Very Low,Very High,1
2992,64,M,City,2015-01-22,241,298.41,6,Active,Low,Very Low,2
2993,58,M,Town,2016-08-25,262,99.03,18,Silent Churn,Very Low,Very Low,3
2994,35,M,Town,2016-04-03,286,174.45,11,Active,Very Low,Very Low,2
2995,47,F,,2016-01-11,6783,836.97,0,Active,Very High,Very High,0
2996,47,F,City,2017-11-08,2333,711.93,0,Active,Very High,High,0
2997,58,F,Town,2017-08-25,2757,339.48,2,Active,Low,High,1
2998,26,M,City,2017-05-31,14795,617.12,0,Active,High,Very High,0
2999,59,M,Town,2015-10-22,247,281.23,8,Active,Low,Very Low,2
3000,62,F,City,2015-11-24,13327,1066.22,1,Active,Very High,Very High,0
3001,53,M,City,2015-04-17,10678,635.9,4,Active,High,Very High,0
3002,20,M,City,2015-01-10,7410,903.16,7,Active,Very High,Very High,0
3003,33,F,Town,2015-07-30,470,268.66,0,Active,Low,Low,2
3004,38,F,Town,2016-06-10,344,68.57,20,Silent Churn,Very Low,Very Low,3
3005,15,F,City,2016-04-28,316,340.0,2,Active,Low,Very Low,2
3006,44,M,Town,2017-11-15,440,188.71,2,Active,Very Low,Low,2
3007,40,M,Village,2017-06-16,9427,442.91,0,Active,High,Very High,0
3008,28,F,Town,2017-12-28,344,420.96,0,Active,Low,Very Low,2
3009,46,F,Town,2015-02-28,10354,830.41,0,Active,Very High,Very High,0
3010,56,M,Village,2015-11-21,297,226.63,6,Active,Very Low,Very Low,2
3011,33,F,City,2015-04-12,10170,1000.45,4,Active,Very High,Very High,0
3012,55,M,Town,2017-10-12,11048,601.14,0,Active,High,Very High,0
3013,51,Unknown,Village,2016-03-23,1870,730.15,6,Active,Very High,High,0
3014,24,F,Village,2017-10-13,8227,1337.97,0,Active,Very High,Very High,0
3015,32,M,Town,2017-06-11,1588,412.08,1,Active,Low,Low,2
3016,33,M,City,2015-06-23,12467,1217.71,0,Active,Very High,Very High,0
3017,22,F,Town,2015-10-24,392,134.71,3,Active,Very Low,Low,2
3018,10,F,Town,2016-01-15,2692,291.41,5,Active,Low,High,1
3019,15,M,Village,2017-08-15,306,238.93,20,Silent Churn,Very Low,Very Low,3
3020,48,F,Village,2016-09-04,1495,443.4,5,Active,High,Low,1
3021,45,M,Town,2016-04-07,1961,867.89,2,Active,Very High,High,0
3022,43,F,Town,2016-02-17,1701,412.52,14,Active,Low,High,1
3023,30,F,City,2017-04-24,2762,799.38,7,Active,Very High,High,0
3024,41,M,Town,2016-10-11,2674,692.06,4,Active,High,High,0
3025,16,F,Village,2016-06-06,342,211.74,23,Silent Churn,Very Low,Very Low,3
3026,16,M,City,2017-04-22,12167,574.11,2,Active,High,Very High,0
3027,57,M,City,2015-03-28,1654,454.47,4,Active,High,High,0
3028,62,M,Town,2017-12-03,273,90.95,5,Active,Very Low,Very Low,2
3029,16,M,,2015-03-14,8556,659.17,6,Active,High,Very High,0
3030,17,M,City,2015-10-01,1497,287.72,3,Active,Low,Low,2
3031,34,M,Town,2016-02-15,318,359.88,5,Active,Low,Very Low,2
3032,61,M,Town,2017-03-15,1938,897.51,1,Active,Very High,High,0
3033,64,F,Village,2016-12-02,247,379.69,0,Active,Low,Very Low,2
3034,48,M,Town,2016-02-27,1657,193.82,5,Active,Very Low,High,1
3035,13,F,Village,2016-01-20,1820,504.34,2,Active,High,High,0
3036,24,F,City,2015-01-12,2331,549.99,0,Active,High,High,0
3037,20,F,City,2017-10-16,2012,987.15,3,Active,Very High,High,0
3038,37,M,City,2017-06-22,2023,956.98,1,Active,Very High,High,0
3039,38,F,,2016-08-12,1678,651.68,0,Active,High,High,0
3040,40,F,Town,2016-03-25,230,412.6,2,Active,Low,Very Low,2
3041,52,F,,2017-11-14,401,177.72,9,Active,Very Low,Low,2
3042,60,M,City,2017-11-29,2404,502.14,0,Active,High,High,0
3043,23,M,Town,2017-03-17,419,217.59,15,Silent Churn,Very Low,Low,3
3044,15,M,City,2015-07-04,478,360.67,0,Active,Low,Low,2
3045,53,M,City,2017-09-16,1280,490.77,1,Active,High,Low,1
3046,58,F,Town,2015-06-26,14650,514.9,7,Active,High,Very High,0
3047,10,M,City,2017-07-30,227,378.15,3,Active,Low,Very Low,2
3048,36,F,Town,2016-08-13,7978,1203.2,0,Active,Very High,Very High,0
3049,30,F,City,2016-11-30,217,105.81,19,Silent Churn,Very Low,Very Low,3
3050,20,F,Town,2017-02-19,364,75.93,15,Silent Churn,Very Low,Low,3
3051,26,F,Town,2017-09-22,11179,541.61,1,Active,High,Very High,0
3052,46,F,Town,2016-09-14,231,235.94,1,Active,Very Low,Very Low,2
3053,22,M,Village,2017-08-17,325,451.81,18,Active,High,Very Low,2
3054,16,F,,2017-11-19,1444,709.94,1,Active,Very High,Low,1
3055,60,F,City,2016-05-03,1736,1231.21,0,Active,Very High,High,0
3056,28,F,City,2016-05-05,10513,547.9,1,Active,High,Very High,0
3057,38,M,Town,2016-11-06,1736,209.21,6,Active,Very Low,High,1
3058,38,M,Town,2016-01-15,2338,498.53,7,Active,High,High,0
3059,10,M,City,2017-05-31,2233,1011.4,0,Active,Very High,High,0
3060,52,M,Town,2016-06-15,1963,614.14,0,Active,High,High,0
3061,44,M,,2016-08-28,269,281.31,8,Active,Low,Very Low,2
3062,21,F,Town,2015-02-10,311,339.1,14,Active,Low,Very Low,2
3063,10,F,Town,2015-02-06,1410,766.97,2,Active,Very High,Low,1
3064,47,F,City,2017-08-02,1623,203.23,0,Active,Very Low,Low,2
3065,28,M,Town,2017-10-28,1572,833.52,3,Active,Very High,Low,1
3066,31,M,Town,2016-12-01,6316,849.17,1,Active,Very High,Very High,0
3067,34,M,City,2017-09-16,304,215.53,5,Active,Very Low,Very Low,2
3068,53,M,Town,2015-05-06,281,230.1,5,Active,Very Low,Very Low,2
3069,63,F,Town,2016-09-07,1448,436.21,1,Active,High,Low,1
3070,29,F,Town,2016-06-18,325,195.56,0,Active,Very Low,Very Low,2
3071,34,F,,2015-04-29,462,365.28,3,Active,Low,Low,2
3072,19,F,,2016-06-19,6689,342.01,9,Active,Low,Very High,1
3073,30,F,Town,2015-10-15,12371,895.38,0,Active,Very High,Very High,0
3074,37,M,Town,2017-03-14,1908,871.06,0,Active,Very High,High,0
3075,58,F,,2015-06-26,372,490.08,7,Active,High,Low,1
3076,25,M,City,2015-11-16,1630,824.82,0,Active,Very High,High,0
3077,62,F,Village,2017-11-17,314,170.37,4,Active,Very Low,Very Low,2
3078,32,M,Town,2017-04-03,293,280.74,1,Active,Low,Very Low,2
3079,58,F,Town,2016-03-10,414,119.7,19,Silent Churn,Very Low,Low,3
3080,56,F,City,2015-11-28,281,116.39,15,Silent Churn,Very Low,Very Low,3
3081,34,F,Village,2017-05-10,1822,798.47,0,Active,Very High,High,0
3082,61,M,City,2016-10-17,1908,1255.0,0,Active,Very High,High,0
3083,37,M,City,2015-03-30,1955,356.71,4,Active,Low,High,1
3084,49,F,City,2017-12-12,258,255.51,0,Active,Very Low,Very Low,2
3085,30,M,Village,2016-09-15,279,504.82,0,Active,High,Very Low,1
3086,21,F,City,2015-03-20,9094,1687.7,0,Active,Very High,Very High,0
3087,62,F,Town,2016-04-29,3164,393.89,4,Active,Low,Very High,1
3088,18,M,,2016-09-20,9693,1018.14,0,Active,Very High,Very High,0
3089,52,F,City,2015-12-28,458,165.16,24,Silent Churn,Very Low,Low,3
3090,12,F,City,2017-05-03,380,265.15,10,Active,Very Low,Low,2
3091,62,F,Village,2017-07-01,246,318.22,7,Active,Low,Very Low,2
3092,31,M,Town,2017-06-24,1528,550.11,3,Active,High,Low,1
3093,12,M,City,2016-01-16,233,318.38,11,Active,Low,Very Low,2
3094,44,M,City,2016-09-08,14035,1217.69,2,Active,Very High,Very High,0
3095,36,M,City,2016-03-25,2523,236.77,4,Active,Very Low,High,1
3096,14,M,Town,2015-10-13,311,435.88,1,Active,High,Very Low,1
3097,23,M,City,2017-01-02,2088,218.82,0,Active,Very Low,High,1
3098,35,M,Town,2016-08-02,308,656.19,3,Active,High,Very Low,1
3099,52,M,City,2017-09-03,321,171.54,7,Active,Very Low,Very Low,2
3100,48,M,,2015-08-19,9294,708.61,4,Active,Very High,Very High,0
3101,60,M,Town,2016-09-15,426,200.6,15,Silent Churn,Very Low,Low,3
3102,59,F,Town,2016-01-20,337,92.37,3,Active,Very Low,Very Low,2
3103,52,M,Village,2015-01-20,2340,334.97,1,Active,Low,High,1
3104,41,F,Village,2017-07-19,12685,1566.74,0,Active,Very High,Very High,0
