age,gender,region_category,joining_date,api_calls_90d,session_minutes_90d,days_since_active
49,F,Village,25-05-2016,8774,391.46,5
49,M,Village,11-08-2015,311,560.65,3
43,M,Town,05-08-2016,2140,660.19,0
45,F,Town,30-11-2017,2912,239.49,11
47,M,,23-07-2015,9141,527.2,1
50,M,,26-04-2017,1708,430.89,4
15,M,,09-07-2016,313,126.26,7
18,M,Town,22-09-2015,9888,811.93,1
21,F,Village,13-11-2015,1197,616.65,0
62,M,City,15-11-2015,376,210.61,1
40,F,City,07-06-2017,313,290.12,14
59,F,City,11-11-2017,430,383.81,3
59,F,,16-09-2017,249,149.64,8
31,Unknown,,01-10-2016,395,110.88,5
62,F,Town,27-10-2016,11791,1098.9,4
20,M,Town,01-03-2017,12427,919.62,0
62,F,Town,12-01-2016,368,214.72,1
36,M,,18-07-2015,2535,885.13,2
28,F,,15-04-2016,2584,360.71,1
32,M,Town,12-05-2015,421,230.52,2
40,F,City,10-02-2017,2186,394.63,1
55,M,City,20-03-2015,427,274.23,1
52,M,,20-11-2017,8006,787.85,0
45,F,Town,27-04-2015,264,550.91,0
27,F,Town,11-09-2017,2471,415.22,0
42,M,Town,19-03-2017,348,137.93,46
44,F,Village,31-05-2017,279,228.96,9
38,M,Town,03-05-2016,2644,999.02,1
51,M,Town,29-09-2015,2468,231.39,1
64,F,Town,24-03-2017,2052,442.7,4
47,M,Village,10-03-2015,2312,701.71,1
29,F,,11-06-2015,7014,906.44,1
12,M,,06-07-2015,7305,2017.53,0
58,M,City,18-05-2015,2614,297.41,0
49,F,,08-04-2015,356,282.39,6
54,M,Town,10-02-2016,255,268.43,11
60,M,Town,24-04-2017,380,213.03,2
29,M,Village,16-12-2017,257,204.92,1
12,M,City,06-03-2017,272,191.42,8
55,M,,27-04-2016,1602,800.47,1
56,M,Town,28-09-2016,2320,402.75,0
48,M,Village,20-10-2015,543,88.34,21
15,M,Town,03-10-2017,2187,905.01,0
40,F,City,13-08-2015,2243,516.95,3
49,M,City,27-01-2016,1587,145.05,8
17,F,City,09-11-2017,2196,558.5,1
63,M,,05-10-2016,373,61.41,10
43,M,City,24-06-2015,1409,367,0
57,M,City,03-08-2017,369,275.12,1
35,F,City,29-03-2016,315,177.76,6
46,F,Town,29-05-2017,2568,812.26,0
25,F,City,12-01-2015,234,218.07,1
40,F,Town,05-01-2016,11583,899.13,1
61,F,,20-01-2016,1602,634.83,1
13,M,,28-12-2017,530,229.3,20
11,F,City,18-06-2017,519,129.74,9
53,F,,02-09-2015,414,395.86,4
33,M,City,12-03-2016,275,266.46,15
43,M,Village,28-04-2016,322,412.31,0
30,F,Town,31-05-2016,8428,738.69,0
15,F,Town,04-07-2015,15638,1063.93,0
38,F,Town,13-09-2015,10167,420.18,3
11,F,Village,21-08-2016,1908,226.93,8
44,F,Village,16-06-2015,440,487.64,3
42,M,,13-01-2015,488,58.33,7
51,F,City,21-12-2016,569,424.56,3
12,M,Town,08-01-2016,1722,500.83,4
28,F,Town,07-11-2016,13236,901.27,1
40,F,,14-03-2016,1495,443.13,11
28,M,Town,28-09-2017,401,347.57,5
46,F,City,20-07-2016,9711,764.85,5
45,F,City,08-10-2017,326,114.44,1
63,M,,20-02-2015,383,295.7,5
47,M,Village,17-04-2016,2460,394.56,17
45,M,,09-10-2016,6773,1355.09,0
31,F,Town,30-03-2017,272,389.73,11
14,F,,14-04-2017,428,342.81,0
50,F,,11-09-2017,1883,887.58,2
17,M,City,27-10-2016,1502,669.97,5
60,M,City,29-08-2016,2488,388.38,0
35,M,Town,18-09-2017,323,192.73,3
12,F,City,05-04-2017,2708,575.53,0
46,F,City,19-03-2017,351,220.83,5
31,M,,21-07-2016,334,507.07,21
43,M,Town,02-12-2016,396,144.95,6
43,F,Town,14-07-2017,1971,720.09,8
27,M,Village,07-09-2016,10267,453.26,0
20,M,Town,01-11-2017,9488,490.22,4
30,M,City,09-12-2016,448,304.85,0
28,F,City,12-07-2015,1644,352.38,0
28,M,City,26-02-2017,10014,547.82,0
25,M,Town,07-09-2016,8513,400.67,1
48,M,Town,09-06-2016,7013,458.97,0
61,F,City,06-06-2016,1909,415.41,4
38,F,City,30-06-2017,9182,489.8,0
56,M,City,08-01-2016,2400,1026.6,6
18,M,Town,05-08-2015,9843,575.9,1
35,F,,14-05-2017,9174,1417.78,3
21,M,Town,05-06-2016,298,346.73,0
37,F,Village,08-02-2015,250,284.6,4
19,F,,27-11-2016,372,209.18,11
42,M,,16-02-2016,10949,992.13,1
61,M,City,24-03-2017,397,119.31,21
10,M,Town,10-05-2016,1418,945.58,4
55,M,City,30-06-2015,411,441.12,2
52,F,Town,14-09-2017,1648,633.69,3
36,F,City,15-12-2017,1969,621.44,2
18,M,,15-05-2015,305,179.41,17
13,M,Village,22-10-2015,2722,910.98,0
43,F,Town,27-07-2015,307,427.5,0
10,F,City,23-11-2015,2334,454.56,7
48,F,City,13-09-2016,295,283.62,1
51,F,City,20-06-2016,1373,565.87,5
37,M,Town,24-02-2017,410,136.76,3
10,M,Village,15-05-2017,309,478.72,0
12,M,,19-10-2016,1642,736.12,0
51,M,Village,04-11-2016,11493,676.24,3
40,M,,16-08-2015,244,92.43,13
19,M,,25-04-2015,7364,821.94,0
20,M,Town,09-09-2016,1955,613.06,1
56,M,City,02-05-2015,3046,388.23,0
38,F,Town,10-01-2015,263,177.63,1
29,M,Town,07-07-2015,265,187.48,5
23,M,Town,13-03-2016,1477,564.21,4
54,F,Village,11-07-2017,277,215.05,4
44,M,Town,09-04-2015,348,204.92,0
19,M,Town,31-03-2017,323,402.84,0
53,M,,30-06-2017,8921,1283.08,1
28,F,City,19-12-2017,434,281.37,0
59,F,Village,27-07-2017,415,109.92,28
12,F,City,28-06-2015,267,287.11,16
21,F,City,30-12-2016,10843,1368.8,1
14,F,Town,26-10-2015,2005,511.49,2
20,F,Town,13-02-2015,7759,467.52,1
22,M,Town,07-08-2015,8121,417.26,0
51,F,City,27-05-2015,2034,889.69,3
13,M,City,24-03-2016,1521,887.65,6
56,F,City,07-07-2015,381,238.89,4
10,M,City,12-11-2016,2141,379.55,4
42,M,City,30-06-2016,317,269.79,4
49,F,Town,27-12-2016,425,312.39,1
26,F,Town,10-06-2015,6510,1173.3,0
64,F,Town,09-11-2017,206,262.39,2
45,M,City,12-05-2016,449,122.19,4
22,F,Village,20-09-2017,242,174.72,19
29,F,,18-04-2017,267,286.53,4
19,F,,20-10-2015,1772,610,3
62,F,Town,07-09-2017,320,378.13,3
50,F,Town,18-05-2016,1515,384.7,0
22,F,City,15-06-2016,2171,478.5,6
47,F,City,07-04-2015,335,501.33,4
47,M,Town,21-11-2016,298,341.26,14
46,M,,10-11-2016,3152,570.77,9
42,F,Town,24-09-2017,319,146.07,11
31,M,Town,16-12-2017,10861,1176.48,1
45,M,City,01-04-2015,2549,697.1,1
42,M,City,24-08-2015,289,297.81,3
18,M,Village,26-07-2017,1676,482.24,3
44,F,Village,03-06-2015,11542,451,0
50,F,Town,28-12-2016,430,372.98,4
43,F,City,07-11-2016,1775,430.45,6
54,F,Village,07-08-2015,10670,1371.74,0
40,F,,11-11-2015,2296,544.34,1
58,F,Village,24-07-2015,472,147.16,5
34,F,City,11-11-2017,501,313.31,7
25,F,City,04-04-2015,1605,159.68,10
36,M,City,17-12-2017,9262,1624.97,0
13,M,,15-03-2017,424,258.87,12
41,F,Town,12-01-2015,1866,273.86,1
27,F,City,21-10-2017,2645,268.61,18
44,M,City,20-02-2016,1758,357.24,6
10,M,City,16-06-2017,2224,201.94,2
42,F,City,28-02-2017,9814,1063.8,0
14,F,Town,08-07-2017,380,195.76,1
40,M,City,04-12-2015,301,396.57,0
16,M,City,05-05-2016,395,154.78,0
40,M,,11-09-2016,9764,373.5,1
28,F,Town,21-05-2015,1882,350.52,0
40,M,Town,21-06-2016,1464,481.25,5
15,M,,20-11-2017,319,353.03,8
22,M,City,13-06-2015,211,320.12,5
44,M,Village,04-06-2016,1343,428.18,4
63,F,Village,04-07-2016,385,268.2,6
20,M,City,13-05-2016,2339,340.31,2
56,M,,28-10-2015,9718,514.97,5
63,F,,19-08-2016,2727,554.63,4
63,M,Town,01-05-2016,10720,367.1,0
10,F,Town,13-07-2016,391,110.62,2
43,F,City,23-09-2017,1592,222.32,4
43,F,City,08-09-2015,209,152.44,9
44,M,Town,04-12-2016,450,161.12,19
27,F,Town,01-06-2017,389,202.47,5
19,M,Town,08-06-2016,1705,582.78,2
61,F,Town,18-10-2016,220,167.38,4
46,F,Town,23-11-2016,2181,629.1,0
26,F,Village,18-07-2016,286,340.61,4
57,M,Town,15-03-2017,8207,568.99,0
12,M,Town,21-04-2016,1591,492.06,0
47,F,Town,14-09-2017,284,424.65,5
48,M,Town,14-08-2016,1751,680.25,0
52,M,Town,20-04-2016,1425,286.98,0
33,M,City,15-12-2015,233,315.92,1
25,F,Town,27-09-2016,200,40.47,8
29,F,City,13-01-2017,347,419.94,0
57,M,Town,22-08-2017,371,139.02,13
53,F,City,20-07-2015,315,452.9,1
31,M,,17-04-2017,480,102.19,0
15,F,Town,20-09-2015,1619,853.19,0
30,M,Village,17-09-2016,365,269.67,22
29,F,City,27-08-2016,2005,592.57,3
28,M,Town,01-01-2016,1745,759.75,5
57,M,City,30-07-2015,252,266.69,12
12,M,Village,16-08-2015,200,396.93,0
53,M,,24-10-2015,2611,244.93,2
55,F,Village,27-12-2015,12964,588.83,9
25,F,Town,05-11-2016,9390,1392.52,0
57,M,Town,12-04-2015,1746,779.26,1
59,M,Town,02-11-2015,2913,331.01,0
26,M,City,13-10-2016,7000,1043.57,0
38,F,Town,27-08-2015,258,389.3,6
59,F,Town,18-04-2016,1847,1251.26,3
32,M,City,13-01-2015,267,461.21,4
42,F,Town,25-09-2015,8257,1317.69,2
19,M,Village,02-06-2015,272,377.84,5
63,M,Town,03-11-2017,10993,1013.29,1
64,M,City,24-12-2015,8157,942.7,0
35,M,Town,25-12-2017,259,317.3,11
56,F,Town,07-07-2017,210,104.19,30
40,M,Town,11-08-2016,1463,1107.7,5
51,M,City,08-06-2015,2163,645.4,0
57,M,Town,18-02-2015,8019,772,0
57,F,,05-09-2015,2841,762.02,7
61,M,Village,27-10-2017,13171,711.52,4
58,M,Town,05-12-2015,2492,775.44,1
13,M,,21-10-2016,12008,646.89,0
55,M,City,21-07-2017,1724,647.96,1
59,F,City,28-03-2016,320,684.08,0
55,M,Town,10-07-2016,2896,306.65,3
40,M,,30-07-2017,2384,318.09,0
49,M,City,03-03-2016,7311,672.78,0
38,F,City,24-03-2016,270,369.81,14
31,F,Village,23-11-2016,13489,222.3,0
14,M,City,19-10-2017,219,196.23,1
62,F,,15-08-2017,1421,215.78,0
38,M,Village,04-09-2015,454,111.67,13
20,F,City,18-03-2015,516,124.19,10
57,F,,24-12-2016,2087,234.58,0
43,F,Town,05-09-2016,1749,576.42,5
64,M,,10-05-2017,13232,410.58,0
28,M,Town,22-12-2017,273,195.71,4
25,F,Town,24-08-2017,1661,755.15,0
15,F,Village,02-09-2017,476,291.57,15
24,M,Town,25-11-2015,1379,737.35,8
51,M,Town,01-11-2016,2740,301.72,5
47,F,City,16-10-2015,12556,865.21,3
42,M,Town,02-07-2017,6545,1021.26,3
42,M,City,08-01-2016,8418,626.09,1
46,M,,24-10-2016,1461,854.66,1
48,F,,07-08-2015,2456,255.11,3
32,F,Town,17-09-2015,469,160.51,4
23,M,Town,10-09-2017,8207,383.21,2
28,M,Town,10-06-2017,393,316.97,4
19,F,City,16-05-2015,408,128.45,13
59,F,Town,26-09-2017,390,212.42,15
34,M,Village,08-02-2016,392,363.53,13
49,F,Village,21-08-2017,9611,1655.15,0
61,F,,30-11-2015,1599,796.95,5
58,M,City,21-03-2016,12255,387.03,1
17,M,Village,14-12-2015,314,155.85,7
38,F,City,11-06-2017,12754,636.76,0
21,F,City,05-06-2015,391,486.24,15
27,F,City,11-12-2017,402,505.24,4
30,F,,29-01-2015,1465,716.58,1
34,F,,17-02-2017,10182,1014.35,4
12,F,,29-05-2017,398,274.11,3
46,M,,14-04-2016,2567,607.71,0
42,M,Town,26-06-2016,7555,903.29,1
18,M,City,11-03-2015,266,217.05,7
28,M,Town,26-06-2015,232,433.41,6
42,F,,05-09-2017,438,174.03,1
41,M,,01-11-2017,462,389.98,1
11,F,Town,21-07-2017,10265,415.1,10
56,M,,21-04-2015,384,395.78,6
47,M,Town,04-01-2016,2171,272.76,1
29,M,Town,22-09-2015,11143,646.61,1
33,F,,14-11-2017,9568,1353.43,5
33,M,Town,27-09-2017,1458,352.53,0
47,M,City,26-04-2017,2246,475.03,1
20,Unknown,Town,20-12-2016,7384,1130.03,0
19,F,,29-06-2015,7228,1389.81,1
39,F,Town,09-10-2015,277,584.92,13
64,M,Town,10-03-2016,342,175.96,5
15,M,City,01-10-2015,489,895.79,4
50,M,City,18-03-2016,11763,506.69,0
36,F,City,17-10-2017,7379,1152.34,0
32,F,Town,05-11-2017,2353,418.84,6
57,F,City,26-01-2015,272,267.68,13
44,F,Town,18-12-2016,12617,1070.28,2
59,M,Town,07-03-2016,2119,264.18,1
14,F,City,20-08-2016,377,434.99,3
36,M,Town,02-12-2017,293,42.43,61
19,F,City,15-07-2015,2219,575.68,1
23,F,City,05-12-2017,9688,367.87,1
55,F,,15-03-2017,1676,508.77,2
64,M,Town,08-04-2015,1814,728.61,3
49,F,Town,03-09-2016,10306,437.97,0
56,F,City,15-11-2016,1346,647.19,0
63,M,City,05-06-2016,463,179.04,4
58,F,,18-11-2017,9578,642.65,0
50,F,City,26-05-2016,344,263.69,5
50,F,City,29-12-2016,1360,91.11,32
27,F,Town,27-08-2015,9041,376.15,4
22,F,Village,04-01-2017,380,138.45,12
25,M,,10-07-2016,320,304.21,4
14,F,City,07-12-2016,335,388.36,1
59,F,Town,17-04-2017,1918,877.34,0
53,F,Village,22-01-2017,254,249.8,8
32,M,City,15-06-2015,7813,910.56,4
13,M,,17-06-2015,299,222.92,0
32,F,,29-09-2017,11064,1342.2,0
64,M,,25-02-2015,2424,195.32,4
28,F,City,02-12-2016,1330,429.39,6
15,F,Town,15-08-2015,364,205.71,4
64,F,Town,02-02-2017,378,70.06,1
13,F,,22-12-2016,1634,703.54,0
59,M,City,13-08-2015,12983,537.17,0
19,M,Town,20-11-2017,2693,913.79,3
57,F,Town,06-01-2015,255,258.94,11
36,F,City,19-04-2015,1753,173.51,3
24,F,,19-12-2016,460,150.74,5
14,F,Village,16-10-2017,1521,535.5,0
64,F,Town,03-01-2015,13206,928.44,0
29,M,City,09-07-2017,8987,1483.29,3
20,M,,19-07-2017,1790,408.37,2
29,M,,13-06-2017,395,528.85,7
23,F,City,18-10-2017,271,265.84,1
63,F,Village,23-12-2015,321,35.3,62
36,M,Town,20-10-2017,10754,209.84,20
45,M,City,26-09-2015,2453,252.81,3
43,M,City,21-12-2017,7148,822.13,0
34,M,Village,17-09-2016,1638,544.1,4
56,F,Village,02-03-2015,234,238.7,7
45,M,Town,18-12-2017,11154,690.31,0
41,M,Town,07-05-2016,1563,897.49,4
55,M,Town,11-02-2016,466,440.61,2
32,M,Village,15-11-2016,2945,274.6,3
46,M,Town,05-04-2017,272,483.13,1
35,M,Town,09-03-2016,314,359.87,3
21,M,Town,31-03-2017,406,438.69,1
60,M,,07-05-2016,2433,451.22,3
32,F,,25-10-2017,349,459.28,6
24,F,Town,30-01-2015,251,600.69,0
24,F,,06-07-2017,222,456.9,0
17,F,,26-10-2016,12118,555.37,4
62,M,City,05-08-2015,331,537.38,0
56,F,City,29-11-2015,13927,1454.2,0
44,M,,26-06-2015,1730,720.84,1
25,F,,18-11-2016,2788,740.55,4
11,M,Village,02-06-2015,3163,328.65,2
64,F,Town,30-06-2015,1810,217.1,9
17,F,Town,23-01-2015,265,270.97,5
44,F,Town,03-11-2017,1920,514.33,1
55,F,Village,04-07-2017,13299,382.36,0
48,F,City,05-05-2016,270,468.5,0
49,F,Town,09-01-2016,525,373.65,0
39,F,City,27-04-2015,225,425.11,3
57,F,Village,08-12-2017,8339,1532.2,0
61,F,City,01-10-2015,448,194.18,9
15,M,,13-12-2017,398,441.27,3
51,M,Town,22-11-2017,355,193.02,11
13,F,City,02-02-2015,352,662.14,11
58,F,Village,28-02-2016,425,326.45,6
17,F,Town,10-08-2015,7291,870.73,0
21,F,Town,16-01-2015,317,507.51,5
48,M,City,14-01-2015,379,72.89,13
20,M,Village,10-10-2015,9711,657.06,0
43,M,City,08-09-2016,358,93.54,10
39,M,Town,09-04-2015,442,465.35,6
25,F,City,04-10-2016,1959,256.11,2
50,M,Village,22-09-2015,2763,512.92,0
35,F,,25-05-2017,1664,484.95,2
49,F,City,04-10-2017,13398,519.88,2
54,M,Town,21-11-2017,14897,1179.08,0
60,M,City,10-03-2016,9607,1922.05,2
24,F,Village,28-10-2015,8086,340.73,0
21,M,Town,23-08-2017,283,168.2,6
32,F,City,02-12-2016,2638,662.95,3
52,F,Village,19-09-2017,333,335.41,0
51,F,Town,12-08-2015,435,365.14,8
38,M,Town,27-04-2016,2533,411.96,3
56,F,City,11-11-2015,12760,1135.44,0
64,F,Town,03-01-2017,1797,769.16,5
59,M,City,12-07-2015,287,271.35,4
34,F,Village,24-06-2015,1987,742.19,1
61,M,,28-03-2015,243,261.47,1
36,M,,17-04-2015,1559,542.14,4
49,M,Town,16-05-2015,1817,281.06,4
43,M,City,28-06-2016,1765,372.22,5
43,F,City,15-11-2016,1943,999.04,2
55,M,Village,21-01-2015,11762,255.03,4
29,M,City,15-05-2016,8798,1044.53,0
54,F,Town,08-03-2017,7388,784.24,3
45,F,Town,03-11-2015,250,247.53,13
27,F,Town,07-03-2017,208,453.99,3
33,M,Village,10-01-2017,1726,495.32,4
25,M,City,28-02-2016,2858,251.6,1
64,M,City,11-12-2017,2026,276.89,1
36,F,,04-07-2015,324,388.38,19
45,M,Village,20-07-2016,2060,898.18,0
43,F,City,10-01-2017,7848,1521.43,0
21,F,City,28-04-2016,400,97.28,24
56,M,Town,30-05-2016,521,205.94,0
62,F,City,17-07-2015,8587,1212.07,1
58,F,,16-04-2017,354,231.23,0
26,F,Town,26-05-2016,8688,896.48,1
50,F,Town,21-02-2017,9322,1228.65,2
11,M,Town,04-08-2015,309,145.56,34
61,F,,25-05-2015,8579,1374.06,0
53,M,Village,18-05-2015,515,124.81,9
37,M,City,20-10-2015,500,144.79,4
49,F,City,07-06-2017,1651,394.34,5
44,F,,06-08-2016,1758,1293.52,0
29,F,Town,21-12-2016,11528,399.13,0
26,F,Town,02-03-2017,207,220.64,3
34,F,Village,08-04-2016,6792,379.42,5
55,F,Town,05-04-2016,2345,444.68,4
63,M,,11-08-2016,10843,407.42,5
44,F,Town,14-04-2016,1670,193.75,15
19,F,Town,04-09-2016,8640,901.22,4
24,F,City,06-12-2016,1750,253.64,8
18,M,City,08-06-2017,7350,1597.27,1
64,M,Town,01-07-2015,12091,1233.17,7
55,F,City,28-08-2016,2579,173.53,1
63,F,Town,26-11-2016,11149,836.05,0
56,F,,12-08-2015,350,524.98,12
58,M,Town,02-12-2015,1314,464.38,5
37,M,Village,27-09-2015,1657,816.7,11
35,M,City,05-10-2015,372,461.91,1
10,F,Town,08-11-2016,1995,465.79,7
21,M,City,29-01-2015,10762,956.97,3
60,F,City,30-03-2015,11519,821.25,4
49,F,Village,05-11-2015,2041,571.86,9
62,M,Town,07-11-2017,285,397.8,7
21,F,City,13-02-2016,1910,678.92,3
27,M,City,09-02-2017,9399,440.76,11
11,M,City,22-02-2017,477,316.32,9
55,F,City,12-12-2017,1771,645.89,5
10,M,City,14-08-2015,392,175.86,6
15,F,Town,17-02-2017,15976,882.1,5
13,M,Town,10-07-2015,1841,354.97,0
18,M,,14-01-2017,1610,558.99,1
11,M,Village,12-04-2017,10117,629.9,3
18,F,Village,18-11-2015,1789,801.93,0
41,F,Town,23-12-2015,9448,541.89,0
35,M,City,25-07-2017,8170,1164.25,4
50,F,City,22-08-2017,376,354.11,2
33,M,Village,26-06-2015,482,348.14,0
13,M,City,05-09-2016,302,415.99,8
52,F,,20-04-2017,291,389,0
59,M,Town,09-03-2017,244,335.92,7
50,F,Town,04-05-2017,323,242.56,4
21,M,City,14-07-2015,2369,581.1,5
31,M,Village,05-04-2016,7364,1183.69,4
46,M,Town,25-05-2015,12869,1424.6,0
12,F,,09-08-2016,430,259.89,7
24,F,City,10-10-2017,10317,1153.9,0
22,M,Town,01-05-2017,285,732.49,5
29,F,Town,24-09-2016,13741,1398.24,0
42,F,Town,16-05-2015,11132,649.68,12
19,M,Town,30-08-2015,476,367.17,0
55,F,Town,02-03-2017,7839,1345.36,1
35,F,City,09-09-2017,2748,1224.49,0
51,F,Town,04-05-2015,285,242.68,0
36,F,Village,09-03-2017,2730,584.06,0
61,F,,21-01-2016,266,140.66,0
61,M,City,16-12-2015,307,239.84,12
57,M,City,07-11-2016,2265,911.74,0
40,F,Town,17-11-2015,434,285.28,8
40,M,City,03-04-2016,1843,452.21,3
58,M,Village,24-10-2015,1808,459.9,6
50,F,City,01-03-2016,338,142.47,22
37,M,Town,31-08-2017,1289,298.55,3
16,F,City,16-07-2016,13543,1258.25,3
56,F,City,19-05-2015,348,231.01,4
28,F,Town,21-02-2016,2550,730.58,4
46,F,Town,02-04-2016,10252,433.67,3
33,M,Town,05-08-2015,394,226.93,1
44,F,,14-11-2015,2106,396.51,0
51,F,City,14-06-2017,9367,458.61,6
14,F,Town,23-07-2016,371,355.18,1
53,M,Town,22-10-2016,419,256.72,0
38,M,Town,22-12-2015,1454,1156.06,5
51,F,Town,27-11-2017,10433,458.48,6
56,M,City,03-11-2017,8249,687.23,9
62,M,Town,18-10-2015,9405,1197.99,6
31,F,Town,14-05-2017,380,185.1,12
22,F,Town,03-03-2016,8210,716.17,0
36,M,City,19-10-2017,9101,539.27,4
16,F,,15-01-2015,346,397.05,0
44,M,City,02-03-2015,312,433.56,3
58,M,Village,17-04-2016,426,360.16,3
13,M,,18-08-2016,1778,808.56,2
51,M,City,10-03-2015,9793,1386.27,4
42,M,City,27-12-2015,328,562,3
58,M,,14-04-2016,402,431.61,5
58,F,City,23-10-2017,301,120.73,1
38,M,Village,22-04-2015,8547,912.28,1
21,M,City,20-11-2016,263,318.31,13
42,F,City,17-07-2017,255,289.63,6
52,M,,09-10-2015,10574,546.71,1
31,F,City,27-09-2017,291,364.59,7
39,M,,11-12-2016,387,231.9,3
36,F,Town,06-09-2017,1952,489.06,6
31,M,City,03-04-2015,1308,868.17,1
38,M,Village,25-07-2016,2593,492.99,2
16,F,Town,02-04-2015,2762,586.24,7
62,F,City,16-04-2016,453,100.7,2
59,F,Town,03-06-2015,319,200.59,3
57,M,City,25-08-2015,1238,387.46,0
51,F,,26-01-2016,1365,388.37,4
63,M,Town,02-02-2017,432,167.07,8
52,M,City,15-12-2015,3022,325.91,3
44,M,Village,29-08-2016,1848,329.4,6
11,M,Town,25-09-2017,306,218.38,12
36,F,,17-10-2015,294,366.11,4
53,F,City,29-09-2016,1982,761.16,1
51,F,Village,30-01-2015,1964,301.7,5
48,M,Village,19-02-2016,267,516.5,2
42,F,City,02-11-2017,1997,297.96,6
47,F,Town,01-09-2016,324,162.74,4
50,F,,11-03-2016,284,327.83,1
39,M,Town,02-12-2015,273,530.57,3
27,F,,12-01-2017,2124,414.49,3
11,F,,01-04-2015,2145,272.19,0
11,F,City,08-12-2015,13973,701.45,1
17,M,City,25-07-2017,1871,498.19,8
58,F,Town,10-11-2015,498,512.75,0
55,M,,26-05-2015,357,134.39,4
37,F,Town,11-05-2016,9948,1108.24,5
45,F,Village,31-08-2017,274,493.75,4
45,F,City,24-02-2017,370,329.68,3
26,F,Town,29-01-2016,2614,963.84,1
43,F,City,03-09-2017,1619,626,7
29,M,Town,24-09-2015,1791,666.09,1
60,F,City,13-04-2017,225,375.58,0
42,M,Town,16-01-2016,244,114.22,9
31,F,Town,08-11-2016,2044,870.39,0
19,F,,08-08-2016,14148,366.66,1
25,F,Town,23-10-2016,2431,254.74,4
15,F,City,28-06-2015,2671,594.97,1
56,F,Village,24-06-2015,9711,610.01,4
41,F,City,11-09-2016,1322,485.65,24
43,F,,13-08-2016,321,73.28,0
32,F,City,06-01-2017,416,86.64,0
39,M,Town,30-10-2015,1942,815.8,6
18,F,Village,17-08-2016,1696,692.57,1
26,M,,05-08-2015,226,196.44,0
54,M,City,09-03-2015,9006,575.97,0
51,M,City,15-02-2017,8189,1411.86,4
56,F,Town,06-11-2016,2115,487.59,16
62,M,City,05-06-2017,14017,1291.29,0
33,M,Town,29-08-2017,12153,580.53,4
46,F,City,25-04-2016,337,296.39,2
43,F,Town,23-03-2016,324,321.08,0
40,M,City,19-05-2017,8914,519,0
53,M,City,01-11-2017,2220,691.98,2
56,M,Village,07-06-2016,2168,461.65,6
17,F,Village,13-12-2015,9824,969.48,0
43,F,Town,01-03-2016,8728,669.05,0
37,M,City,10-07-2015,10656,1301.8,1
13,M,City,03-01-2016,365,99.24,16
28,F,City,04-08-2015,2401,631.9,5
22,F,Town,14-03-2015,1685,487.29,8
12,F,City,01-07-2017,3004,808.26,1
40,M,Town,29-02-2016,2916,1101.56,0
57,M,Town,16-09-2015,9161,1134.87,3
24,F,City,30-06-2016,278,108.47,1
60,F,City,28-02-2017,263,177.79,0
58,F,,25-10-2017,452,179.2,1
52,F,City,16-05-2016,298,315.41,7
29,F,City,19-01-2015,300,175.22,14
35,F,Town,16-05-2015,2391,765.53,0
56,F,,08-09-2015,1555,835.54,2
41,M,Town,29-01-2015,11744,528.65,0
54,F,Town,18-04-2015,337,220.01,4
47,F,Village,31-03-2017,395,283.32,13
39,M,,24-06-2015,321,457.35,4
30,M,City,12-09-2016,8562,670.47,2
31,F,Town,25-12-2017,421,115.45,12
41,F,Town,10-07-2017,287,311.2,17
26,F,City,24-09-2015,10291,881.45,4
33,F,City,27-06-2016,8868,694.89,0
42,M,Town,17-11-2015,10363,1825.08,0
51,M,Village,16-02-2017,364,351.32,0
58,M,Town,10-09-2016,245,394.65,5
56,M,City,05-05-2017,9551,854.83,0
15,F,City,13-08-2016,275,134.67,9
20,M,Town,16-04-2017,246,469.18,15
23,M,City,01-12-2017,484,264.73,1
57,M,Village,18-11-2015,16866,1072.66,3
45,F,,12-02-2015,226,384.72,6
63,F,Village,17-07-2015,8398,985.14,0
54,F,Town,18-02-2016,391,515.27,0
39,M,Town,27-10-2015,10252,772.12,0
37,F,Town,25-03-2017,339,195.31,14
20,F,Town,17-06-2015,460,203.56,14
46,F,,12-06-2015,361,672.27,3
34,F,Town,10-04-2015,1284,286.63,2
58,M,Town,29-08-2017,234,116.42,30
25,F,,16-07-2016,1896,532.29,4
53,M,Town,28-10-2016,256,408.25,0
28,F,Town,20-05-2017,7595,596.49,0
23,M,Village,03-09-2016,1842,292.61,3
55,F,Town,20-06-2017,2244,1290.38,0
35,M,Town,31-05-2015,442,212.41,2
56,F,Town,23-04-2017,318,340.62,7
12,M,Town,17-01-2017,433,368.65,0
35,M,Town,24-05-2015,1495,213.91,1
46,F,City,31-05-2016,1805,572.7,3
19,M,Town,13-06-2016,2214,458.27,2
56,M,Town,19-09-2017,10743,631.8,0
29,M,,07-08-2015,15225,1762.41,1
27,F,Town,04-08-2016,2374,903.46,9
29,M,,16-02-2016,3140,822.92,12
64,F,Village,15-10-2015,1908,803.44,0
36,F,Village,16-11-2016,2151,396.03,3
23,F,,01-08-2017,344,63.64,42
46,F,City,26-04-2015,231,506.5,2
43,M,,09-03-2017,1629,426.81,1
20,M,City,24-12-2015,1883,308.94,9
32,F,Town,25-12-2015,334,135.99,12
21,M,City,22-08-2015,9677,518.07,7
14,F,Town,04-07-2016,373,397.97,4
27,F,,02-01-2017,337,333.33,7
21,M,City,19-02-2015,10519,1630.46,2
